-20935	1
-19691	1
-19237	1
-19211	1
-18835	1
-18726	1
-18660	1
-18602	1
-18504	1
-18270	1
-18237	1
-17611	1
-17527	1
-17488	1
-17359	1
-17332	1
-17115	1
-17032	1
-16976	1
-16974	1
-16966	1
-16839	1
-16691	1
-16668	1
-16537	1
-16521	1
-16507	1
-16492	1
-16491	1
-16480	1
-16462	1
-16460	1
-16414	1
-16411	1
-16350	1
-16342	1
-16326	1
-16319	1
-16296	1
-16291	1
-16243	1
-16199	1
-16167	1
-16141	1
-16132	1
-16119	1
-16078	1
-16037	1
-16013	1
-15954	1
-15949	1
-15928	1
-15903	1
-15871	1
-15845	1
-15837	1
-15836	1
-15732	1
-15723	1
-15672	1
-15637	1
-15635	1
-15625	1
-15593	1
-15569	1
-15560	1
-15544	1
-15537	2
-15536	2
-15508	1
-15491	1
-15472	1
-15447	1
-15427	1
-15389	1
-15378	1
-15362	1
-15331	1
-15318	2
-15317	1
-15306	1
-15281	1
-15257	1
-15250	1
-15248	1
-15228	1
-15212	1
-15193	1
-15118	1
-15117	1
-15096	1
-15092	1
-15079	1
-15072	1
-15070	1
-15042	1
-15020	1
-15009	1
-15006	1
-14889	1
-14870	1
-14868	1
-14856	1
-14783	1
-14720	1
-14712	1
-14687	1
-14680	2
-14666	1
-14654	1
-14641	1
-14640	1
-14606	1
-14578	1
-14567	1
-14563	1
-14540	1
-14537	1
-14519	1
-14503	1
-14497	1
-14490	1
-14475	1
-14472	1
-14439	1
-14436	1
-14428	1
-14427	1
-14412	1
-14408	1
-14406	1
-14403	1
-14374	1
-14362	1
-14344	1
-14338	1
-14333	1
-14328	2
-14318	1
-14300	1
-14295	1
-14294	1
-14287	1
-14278	1
-14261	1
-14257	1
-14255	4
-14250	1
-14247	1
-14243	1
-14242	1
-14240	1
-14236	1
-14232	1
-14228	1
-14215	2
-14202	2
-14199	1
-14197	1
-14196	1
-14188	1
-14183	1
-14171	1
-14160	1
-14157	1
-14140	1
-14130	1
-14127	1
-14123	1
-14115	1
-14107	2
-14103	1
-14085	1
-14081	1
-14080	1
-14071	1
-14069	1
-14065	1
-14060	1
-14059	1
-14057	1
-14052	1
-14037	1
-14035	1
-14019	1
-14005	1
-13991	1
-13990	1
-13989	1
-13974	1
-13964	1
-13955	1
-13954	1
-13930	2
-13928	1
-13925	1
-13920	1
-13919	1
-13912	2
-13898	1
-13896	1
-13893	1
-13892	1
-13876	1
-13868	1
-13859	1
-13835	1
-13819	1
-13806	1
-13804	1
-13795	1
-13785	1
-13778	1
-13775	2
-13773	1
-13771	1
-13770	1
-13760	2
-13748	1
-13738	1
-13731	1
-13721	1
-13720	1
-13714	1
-13709	1
-13708	1
-13702	1
-13696	1
-13689	3
-13687	1
-13685	1
-13675	1
-13671	2
-13664	1
-13662	1
-13659	2
-13656	1
-13651	1
-13648	1
-13640	1
-13636	1
-13631	1
-13619	1
-13607	2
-13605	1
-13599	1
-13597	1
-13581	1
-13577	1
-13576	1
-13565	1
-13546	1
-13544	1
-13540	1
-13535	1
-13532	1
-13531	1
-13529	1
-13521	1
-13512	1
-13492	1
-13491	1
-13488	1
-13483	1
-13482	1
-13480	1
-13473	2
-13470	1
-13463	1
-13458	1
-13443	1
-13438	1
-13433	1
-13426	1
-13424	1
-13411	1
-13401	3
-13391	1
-13384	1
-13380	1
-13371	1
-13368	3
-13367	1
-13364	1
-13351	1
-13345	1
-13334	1
-13328	1
-13317	1
-13315	1
-13312	3
-13311	1
-13298	1
-13297	1
-13287	1
-13282	1
-13279	1
-13275	1
-13274	1
-13273	1
-13271	1
-13270	1
-13269	2
-13262	1
-13260	1
-13259	1
-13256	1
-13249	1
-13247	1
-13238	1
-13229	1
-13228	1
-13218	1
-13206	1
-13194	1
-13192	1
-13190	1
-13187	1
-13180	1
-13177	1
-13172	2
-13169	1
-13165	1
-13150	1
-13146	1
-13145	1
-13144	1
-13143	1
-13128	2
-13127	2
-13114	1
-13093	1
-13090	1
-13089	2
-13083	1
-13082	1
-13080	1
-13079	2
-13077	1
-13072	1
-13070	2
-13056	1
-13051	1
-13047	1
-13041	1
-13040	1
-13039	1
-13036	1
-13034	1
-13032	1
-13029	2
-13028	2
-13017	3
-13016	1
-13014	1
-13004	1
-13003	1
-12998	1
-12996	1
-12989	1
-12988	1
-12984	1
-12983	1
-12979	1
-12977	2
-12975	1
-12971	1
-12966	2
-12957	1
-12954	1
-12951	1
-12949	1
-12948	1
-12941	1
-12940	1
-12938	1
-12937	1
-12935	2
-12927	1
-12919	1
-12912	1
-12909	1
-12907	1
-12906	1
-12901	1
-12900	1
-12898	1
-12892	1
-12890	1
-12873	1
-12871	1
-12863	2
-12859	1
-12854	1
-12852	1
-12847	1
-12844	2
-12843	1
-12841	1
-12836	2
-12825	2
-12823	1
-12819	1
-12807	1
-12800	2
-12797	1
-12793	1
-12791	1
-12773	1
-12768	1
-12766	1
-12762	1
-12761	1
-12757	1
-12756	1
-12753	1
-12752	2
-12747	1
-12746	1
-12742	1
-12741	1
-12740	1
-12739	1
-12733	1
-12731	3
-12728	2
-12725	1
-12722	2
-12714	1
-12710	1
-12705	2
-12704	1
-12702	2
-12699	1
-12689	1
-12688	1
-12687	1
-12686	1
-12678	1
-12676	1
-12663	1
-12662	1
-12658	1
-12656	1
-12648	1
-12646	1
-12644	2
-12632	1
-12627	1
-12626	1
-12622	1
-12610	1
-12607	1
-12605	1
-12603	1
-12602	1
-12594	1
-12592	1
-12588	2
-12584	1
-12583	1
-12575	1
-12574	1
-12567	1
-12562	2
-12559	2
-12558	2
-12551	1
-12548	1
-12545	1
-12542	1
-12533	1
-12529	1
-12528	1
-12520	2
-12514	2
-12506	1
-12499	2
-12498	1
-12497	1
-12495	1
-12494	1
-12493	1
-12490	1
-12488	1
-12486	1
-12485	1
-12484	1
-12480	1
-12477	2
-12472	1
-12461	1
-12460	1
-12457	1
-12456	2
-12455	1
-12453	1
-12449	1
-12448	2
-12442	1
-12441	1
-12439	1
-12436	1
-12432	3
-12429	1
-12428	1
-12426	1
-12424	1
-12414	2
-12412	1
-12405	1
-12403	1
-12398	1
-12393	1
-12390	1
-12383	1
-12381	2
-12377	2
-12376	1
-12374	1
-12373	2
-12370	2
-12367	1
-12364	1
-12359	1
-12355	2
-12352	1
-12351	1
-12344	1
-12328	1
-12325	1
-12323	2
-12321	1
-12320	1
-12319	1
-12316	1
-12307	1
-12305	1
-12302	1
-12300	1
-12294	1
-12293	1
-12290	2
-12289	1
-12285	1
-12284	1
-12281	1
-12279	1
-12276	1
-12264	1
-12262	1
-12260	1
-12257	1
-12256	1
-12254	1
-12250	1
-12245	2
-12244	1
-12243	1
-12241	1
-12240	1
-12238	1
-12237	1
-12234	1
-12233	1
-12228	1
-12227	2
-12225	2
-12223	1
-12222	1
-12220	1
-12217	1
-12214	1
-12213	1
-12205	2
-12199	1
-12197	2
-12195	1
-12192	1
-12187	1
-12184	1
-12179	1
-12172	1
-12171	1
-12169	1
-12168	1
-12166	1
-12163	1
-12162	2
-12161	1
-12159	1
-12158	1
-12152	1
-12148	1
-12147	2
-12146	1
-12143	1
-12142	2
-12140	3
-12136	1
-12134	1
-12133	1
-12132	1
-12127	1
-12118	1
-12116	1
-12114	2
-12108	2
-12102	1
-12101	1
-12099	1
-12097	1
-12094	1
-12093	1
-12092	1
-12088	1
-12087	2
-12083	1
-12080	1
-12077	2
-12076	1
-12075	1
-12072	1
-12071	1
-12070	3
-12063	1
-12059	1
-12058	1
-12055	3
-12054	1
-12052	1
-12047	1
-12041	1
-12038	1
-12033	1
-12031	1
-12028	1
-12027	1
-12026	1
-12025	1
-12023	1
-12022	1
-12019	1
-12011	2
-12010	1
-12008	1
-12004	1
-12003	1
-11999	1
-11993	1
-11987	1
-11986	1
-11985	1
-11980	1
-11976	2
-11974	2
-11972	1
-11964	2
-11963	1
-11959	1
-11954	1
-11948	1
-11942	1
-11937	1
-11935	1
-11931	1
-11927	1
-11923	1
-11920	1
-11919	1
-11917	1
-11914	2
-11912	1
-11910	1
-11908	2
-11904	1
-11902	1
-11898	2
-11894	3
-11892	1
-11885	1
-11884	1
-11883	1
-11881	1
-11873	1
-11864	2
-11861	1
-11858	1
-11856	1
-11854	1
-11850	1
-11846	1
-11844	1
-11843	1
-11840	1
-11838	1
-11836	1
-11834	1
-11833	2
-11830	1
-11828	2
-11826	1
-11819	1
-11818	1
-11815	1
-11814	2
-11813	1
-11811	2
-11806	1
-11804	3
-11802	2
-11796	2
-11795	1
-11791	2
-11789	1
-11785	1
-11783	2
-11776	3
-11773	1
-11772	1
-11769	1
-11767	1
-11760	1
-11757	3
-11756	1
-11755	1
-11753	1
-11752	1
-11751	1
-11750	2
-11744	1
-11743	1
-11741	1
-11740	1
-11738	1
-11737	1
-11733	1
-11732	2
-11729	1
-11728	2
-11726	1
-11723	2
-11719	1
-11714	2
-11710	1
-11706	1
-11704	1
-11703	1
-11701	1
-11699	1
-11696	1
-11694	1
-11691	1
-11689	1
-11688	4
-11687	1
-11686	1
-11684	1
-11682	1
-11680	1
-11679	1
-11676	2
-11670	1
-11669	1
-11668	2
-11667	1
-11664	1
-11663	1
-11658	1
-11652	1
-11651	1
-11650	1
-11649	1
-11648	1
-11646	1
-11641	1
-11638	1
-11637	1
-11633	2
-11632	1
-11629	3
-11628	1
-11625	1
-11623	1
-11622	1
-11620	3
-11619	1
-11613	1
-11611	2
-11607	1
-11604	1
-11603	1
-11596	1
-11595	2
-11594	1
-11590	1
-11588	1
-11585	1
-11584	1
-11582	1
-11581	1
-11580	1
-11579	1
-11575	1
-11574	1
-11572	1
-11566	3
-11564	1
-11562	1
-11561	1
-11560	1
-11559	1
-11555	1
-11554	1
-11552	1
-11551	1
-11550	2
-11549	1
-11546	2
-11545	2
-11544	1
-11543	1
-11542	2
-11539	1
-11534	1
-11531	1
-11527	2
-11526	1
-11524	1
-11523	1
-11522	2
-11517	1
-11516	1
-11512	1
-11504	1
-11503	1
-11502	1
-11500	1
-11498	3
-11497	1
-11495	1
-11493	1
-11490	1
-11488	1
-11487	1
-11486	1
-11483	1
-11481	1
-11477	2
-11476	1
-11475	1
-11466	1
-11465	1
-11464	1
-11460	1
-11459	3
-11457	1
-11453	1
-11450	2
-11447	1
-11446	3
-11445	1
-11444	2
-11438	1
-11436	1
-11427	1
-11425	1
-11424	1
-11422	2
-11417	1
-11416	1
-11414	1
-11413	1
-11408	1
-11407	1
-11404	1
-11402	2
-11401	1
-11400	1
-11394	1
-11393	2
-11392	3
-11390	1
-11389	1
-11386	2
-11383	1
-11382	1
-11381	1
-11380	1
-11375	2
-11374	1
-11373	2
-11371	1
-11369	1
-11368	1
-11365	2
-11364	1
-11362	1
-11360	1
-11358	1
-11356	3
-11354	2
-11352	1
-11351	2
-11350	1
-11346	1
-11344	1
-11343	2
-11341	1
-11334	1
-11328	2
-11325	2
-11322	2
-11320	2
-11319	1
-11318	1
-11317	1
-11316	1
-11314	2
-11313	1
-11312	1
-11311	2
-11310	1
-11309	2
-11307	1
-11303	1
-11302	2
-11301	1
-11300	1
-11299	1
-11298	1
-11296	2
-11295	1
-11294	3
-11290	2
-11288	2
-11286	2
-11283	1
-11282	1
-11280	1
-11278	1
-11277	1
-11271	1
-11270	1
-11269	2
-11267	1
-11264	1
-11262	1
-11260	3
-11259	1
-11258	1
-11252	2
-11251	2
-11250	1
-11249	1
-11248	1
-11247	2
-11240	2
-11239	1
-11238	1
-11237	1
-11234	1
-11228	1
-11227	1
-11224	1
-11214	1
-11211	1
-11210	1
-11209	1
-11207	1
-11206	1
-11205	1
-11202	1
-11199	1
-11195	2
-11191	1
-11190	2
-11189	1
-11188	1
-11186	1
-11185	1
-11182	1
-11181	1
-11179	1
-11178	1
-11176	1
-11175	1
-11173	2
-11168	1
-11167	1
-11166	1
-11161	1
-11160	2
-11159	2
-11158	2
-11156	2
-11154	1
-11152	1
-11151	1
-11147	1
-11146	1
-11144	1
-11142	1
-11140	1
-11138	1
-11137	3
-11136	1
-11131	1
-11130	1
-11128	2
-11127	1
-11126	1
-11124	1
-11121	2
-11119	1
-11115	2
-11113	1
-11112	1
-11111	2
-11110	1
-11107	2
-11105	1
-11104	1
-11099	3
-11092	1
-11091	1
-11089	1
-11088	2
-11086	2
-11084	2
-11083	1
-11081	1
-11079	1
-11078	1
-11076	1
-11072	1
-11071	1
-11070	1
-11069	1
-11067	2
-11064	1
-11063	1
-11062	1
-11056	3
-11055	1
-11054	3
-11051	1
-11046	2
-11045	1
-11043	1
-11039	1
-11038	2
-11037	1
-11035	1
-11034	1
-11033	1
-11029	2
-11027	2
-11026	1
-11024	2
-11023	1
-11022	1
-11020	1
-11017	1
-11016	1
-11013	2
-11012	3
-11011	1
-11010	1
-11006	1
-11004	1
-11001	1
-10999	2
-10997	1
-10992	1
-10991	1
-10989	1
-10988	1
-10987	1
-10986	1
-10985	1
-10982	1
-10980	3
-10979	1
-10978	1
-10977	3
-10976	1
-10974	2
-10971	1
-10969	3
-10967	2
-10965	1
-10963	2
-10958	1
-10957	1
-10956	1
-10954	1
-10953	1
-10950	1
-10948	1
-10947	1
-10946	1
-10945	2
-10942	1
-10941	1
-10938	2
-10937	1
-10932	2
-10929	2
-10925	4
-10924	2
-10922	1
-10920	1
-10919	2
-10918	2
-10917	1
-10916	2
-10915	1
-10911	1
-10900	1
-10899	1
-10895	1
-10891	1
-10887	2
-10886	1
-10885	1
-10884	1
-10882	1
-10879	1
-10878	1
-10877	2
-10876	2
-10874	2
-10873	1
-10872	2
-10871	2
-10870	2
-10869	1
-10867	1
-10860	2
-10858	3
-10857	1
-10853	1
-10852	1
-10851	1
-10849	1
-10847	1
-10846	1
-10845	1
-10844	2
-10842	2
-10841	1
-10840	1
-10833	2
-10832	1
-10831	3
-10829	2
-10826	1
-10820	1
-10819	1
-10818	1
-10816	1
-10815	1
-10813	1
-10810	2
-10808	1
-10806	1
-10804	2
-10803	1
-10797	1
-10796	2
-10795	1
-10793	2
-10792	1
-10791	2
-10790	1
-10788	1
-10785	1
-10782	2
-10780	3
-10779	2
-10777	1
-10775	3
-10774	1
-10770	2
-10769	1
-10766	1
-10765	1
-10764	1
-10762	1
-10759	1
-10758	1
-10755	1
-10754	1
-10753	4
-10748	1
-10744	1
-10743	2
-10741	1
-10740	1
-10739	1
-10738	1
-10736	1
-10734	3
-10733	1
-10732	1
-10730	2
-10728	2
-10727	1
-10725	1
-10723	1
-10722	1
-10715	1
-10713	1
-10712	3
-10711	3
-10710	1
-10707	1
-10706	1
-10704	2
-10701	1
-10699	2
-10698	1
-10695	1
-10694	1
-10690	1
-10687	2
-10684	1
-10683	1
-10681	1
-10680	1
-10678	2
-10675	1
-10674	1
-10673	1
-10668	1
-10666	1
-10664	1
-10662	2
-10661	2
-10660	1
-10659	2
-10657	2
-10656	1
-10653	2
-10651	2
-10650	3
-10649	2
-10646	2
-10641	1
-10639	1
-10636	3
-10632	2
-10629	2
-10628	1
-10627	1
-10623	3
-10622	3
-10621	3
-10619	1
-10618	1
-10617	2
-10616	2
-10615	1
-10614	2
-10611	1
-10608	2
-10606	2
-10603	1
-10602	2
-10601	2
-10600	4
-10596	1
-10595	1
-10594	1
-10593	1
-10592	2
-10589	3
-10588	1
-10586	1
-10582	1
-10580	2
-10578	1
